City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Ailigandi,9.2333,-78.0167,83.64,72,46,7.31,PA,2021-11-17 17:30:50
295,Haines Junction,60.7522,-137.5108,4.95,78,100,13.8,CA,2021-11-17 17:30:50
296,Lluta,-16.0147,-72.0142,57.47,28,39,12.48,PE,2021-11-17 17:30:51
297,High Level,58.5169,-117.136,14.11,92,75,12.66,CA,2021-11-17 17:30:51
298,Nuuk,64.1835,-51.7216,18.21,73,1,10.36,GL,2021-11-17 17:30:51
299,Bairiki,1.3292,172.9752,78.8,83,75,5.75,KI,2021-11-17 17:30:51
300,Nishihara,26.1842,127.7558,73.45,68,90,14.97,JP,2021-11-17 17:30:52
301,Kenora,49.8167,-94.4337,31.39,86,90,18.41,CA,2021-11-17 17:30:52
302,San Isidro,-12.1167,-77.05,69.26,73,90,7.0,PE,2021-11-17 17:30:52
303,Paita,-5.0892,-81.1144,77.56,71,66,14.97,PE,2021-11-17 17:30:53
304,Gushikawa,26.3544,127.8686,73.4,65,90,16.11,JP,2021-11-17 17:30:53
305,Yaring,6.8662,101.3689,80.29,86,100,2.68,TH,2021-11-17 17:30:53
306,Puerto Cabezas,14.0351,-83.3888,80.56,94,40,4.61,NI,2021-11-17 17:27:43
307,Hamadan,34.7992,48.5146,37.53,60,0,3.22,IR,2021-11-17 17:30:54
308,Piacabucu,-10.4056,-36.4344,83.84,61,46,13.13,BR,2021-11-17 17:30:54
309,Calvia,39.5657,2.5062,55.92,73,96,9.13,ES,2021-11-17 17:30:54
310,Nara,34.6851,135.8049,52.97,63,93,2.19,JP,2021-11-17 17:29:25
311,Miri,4.4148,114.0089,77.14,94,40,3.44,MY,2021-11-17 17:30:55
312,Lixourion,38.2019,20.4314,60.24,78,99,3.53,GR,2021-11-17 17:30:55
313,Mahon,39.8885,4.2658,54.16,76,40,17.27,ES,2021-11-17 17:30:55
314,Kangshan,28.8812,116.4311,59.56,69,81,3.96,CN,2021-11-17 17:30:56
315,Sao Caetano De Odivelas,-0.75,-48.02,84.09,72,52,10.89,BR,2021-11-17 17:30:56
316,Port Macquarie,-31.4333,152.9167,60.89,81,100,7.16,AU,2021-11-17 17:30:56
317,Sergeyevka,53.88,67.4158,18.5,94,100,11.45,KZ,2021-11-17 17:30:56
318,Mogadishu,2.0371,45.3438,79.9,79,81,12.28,SO,2021-11-17 17:30:57
319,Katsuura,35.1333,140.3,55.51,63,59,8.1,JP,2021-11-17 17:30:57
320,Namatanai,-3.6667,152.4333,78.33,73,77,3.87,PG,2021-11-17 17:30:57
321,Tadine,-21.55,167.8833,76.39,78,17,14.9,NC,2021-11-17 17:30:57
322,Namibe,-15.1961,12.1522,69.91,84,98,6.44,AO,2021-11-17 17:30:58
323,Zhuhai,22.2769,113.5678,70.99,73,0,12.66,CN,2021-11-17 17:27:18
324,Beloha,-25.1667,45.05,72.9,92,1,5.59,MG,2021-11-17 17:30:58
325,Ostrovnoy,68.0531,39.5131,31.77,93,99,13.27,RU,2021-11-17 17:31:58
326,Beringovskiy,63.05,179.3167,26.56,90,100,23.0,RU,2021-11-17 17:31:59
327,Ried,48.477,11.2606,41.85,75,100,4.41,DE,2021-11-17 17:31:59
328,Ketchikan,55.3422,-131.6461,43.27,87,75,8.05,US,2021-11-17 17:31:59
329,Knysna,-34.0363,23.0471,59.38,90,90,12.17,ZA,2021-11-17 17:32:00
330,Nsanje,-16.92,35.262,87.64,36,44,4.23,MW,2021-11-17 17:32:00
331,Nelson Bay,-32.7167,152.15,63.0,86,76,1.01,AU,2021-11-17 17:32:00
332,Vieques,18.425,-65.8329,87.82,62,40,17.27,PR,2021-11-17 17:32:01
333,Sao Filipe,14.8961,-24.4956,75.87,80,100,5.3,CV,2021-11-17 17:32:01
334,Tual,-5.6667,132.75,82.02,75,94,3.42,ID,2021-11-17 17:32:01
335,Trinidad,-14.8333,-64.9,67.98,100,90,11.5,BO,2021-11-17 17:32:02
336,Noumea,-22.2763,166.4572,79.0,99,82,14.14,NC,2021-11-17 17:30:05
337,Saint-Pierre,-21.3393,55.4781,76.68,79,0,3.44,RE,2021-11-17 17:27:08
338,Shibetsu,43.659,145.132,35.19,70,21,6.31,JP,2021-11-17 17:32:02
339,Olafsvik,64.8945,-23.7142,35.29,61,83,14.43,IS,2021-11-17 17:32:02
340,Manjacaze,-24.7117,33.8828,88.74,37,39,13.8,MZ,2021-11-17 17:32:02
341,Bakel,14.905,-12.4568,94.14,21,90,1.79,SN,2021-11-17 17:32:03
342,Mayo,38.8876,-76.5119,64.18,67,75,5.01,US,2021-11-17 17:32:03
343,Mezen,65.8522,44.24,14.86,83,66,6.87,RU,2021-11-17 17:32:04
344,Terrace Bay,48.7834,-87.1,40.62,84,100,16.78,CA,2021-11-17 17:32:04
345,Port Hawkesbury,45.6169,-61.3485,41.18,94,90,10.0,CA,2021-11-17 17:32:04
346,Inhambane,-23.865,35.3833,77.27,87,12,17.45,MZ,2021-11-17 17:32:04
347,Palma Del Rio,37.7002,-5.2812,63.99,42,1,3.36,ES,2021-11-17 17:32:05
348,Anloga,5.7947,0.8973,84.42,77,53,9.22,GH,2021-11-17 17:32:05
349,Umm Lajj,25.0213,37.2685,81.1,51,97,13.35,SA,2021-11-17 17:31:49
350,Lagoa,39.05,-27.9833,65.73,77,54,14.52,PT,2021-11-17 17:32:06
351,Vila,42.0304,-8.1588,51.33,76,3,4.34,PT,2021-11-17 17:32:06
352,Mandalgovi,45.7625,106.2708,22.46,56,53,11.34,MN,2021-11-17 17:32:06
353,Naze,28.3667,129.4833,67.12,64,100,10.69,JP,2021-11-17 17:32:06
354,Ahuimanu,21.4447,-157.8378,75.78,81,20,3.44,US,2021-11-17 17:32:07
355,Kaitong,44.8135,123.15,33.42,57,98,13.6,CN,2021-11-17 17:32:07
356,Kudahuvadhoo,2.6708,72.8944,82.83,77,94,18.12,MV,2021-11-17 17:32:07
357,Bengkulu,-3.8004,102.2655,76.01,90,54,3.62,ID,2021-11-17 17:32:07
358,Husavik,66.0449,-17.3389,24.71,83,71,12.15,IS,2021-11-17 17:32:08
359,Kununurra,-15.7667,128.7333,67.98,60,14,4.61,AU,2021-11-17 17:32:08
360,Terra Santa,-2.1042,-56.4869,83.61,69,95,2.48,BR,2021-11-17 17:32:08
361,Huilong,31.8111,121.655,59.04,79,100,3.71,CN,2021-11-17 17:32:09
362,Pangnirtung,66.1451,-65.7125,8.6,72,20,0.0,CA,2021-11-17 17:32:09
363,Lubao,14.9167,120.55,82.42,83,41,3.94,PH,2021-11-17 17:32:09
364,Tongliao,43.6125,122.2653,33.13,65,100,11.05,CN,2021-11-17 17:29:42
365,Hamilton,39.1834,-84.5333,67.42,74,75,5.01,US,2021-11-17 17:32:09
366,Alice Springs,-23.7,133.8833,60.35,72,21,3.44,AU,2021-11-17 17:31:18
367,Namtsy,62.7161,129.6658,-21.89,99,10,3.29,RU,2021-11-17 17:32:10
368,Koroni,36.8,21.95,62.08,65,9,3.65,GR,2021-11-17 17:32:10
369,Jiancheng,30.391,104.5491,49.21,86,0,4.43,CN,2021-11-17 17:32:10
370,Tucuma,-0.1833,-50.05,88.39,55,20,9.19,BR,2021-11-17 17:31:57
371,Hosdurga,13.7981,76.2861,70.48,91,82,4.72,IN,2021-11-17 17:33:11
372,Harper,4.375,-7.7169,80.02,80,31,6.6,LR,2021-11-17 17:33:11
373,Bethel,41.3712,-73.414,53.19,57,75,1.99,US,2021-11-17 17:33:11
374,Tessalit,20.1986,1.0114,75.72,10,94,10.69,ML,2021-11-17 17:33:12
375,Ambanja,-13.6833,48.45,78.06,84,19,3.33,MG,2021-11-17 17:33:12
376,Yulara,-25.2406,130.9889,73.24,27,2,11.5,AU,2021-11-17 17:33:12
377,Arcata,40.8665,-124.0828,47.35,96,1,0.0,US,2021-11-17 17:33:13
378,Sakakah,29.9697,40.2064,67.57,32,37,8.63,SA,2021-11-17 17:33:13
379,Asau,46.4333,26.4,38.39,75,75,2.48,RO,2021-11-17 17:33:13
380,Marsaxlokk,35.8419,14.5431,66.07,77,20,5.75,MT,2021-11-17 17:33:14
381,Carnduff,49.1667,-101.8009,23.38,73,100,26.71,CA,2021-11-17 17:33:14
382,Helena,46.5927,-112.0361,32.31,48,1,10.0,US,2021-11-17 17:33:14
383,Constitucion,-35.3333,-72.4167,65.86,52,5,12.06,CL,2021-11-17 17:33:15
384,Juba,4.8517,31.5825,81.93,47,69,1.05,SS,2021-11-17 17:33:15
385,Maniitsoq,65.4167,-52.9,16.68,52,0,4.99,GL,2021-11-17 17:33:15
386,Ramos Arizpe,25.55,-100.9667,74.82,38,40,9.22,MX,2021-11-17 17:33:15
387,Naryan-Mar,67.6713,53.087,14.47,96,90,5.75,RU,2021-11-17 17:33:16
388,Ramhormoz,31.28,49.6035,69.87,37,2,3.74,IR,2021-11-17 17:33:16
389,Jiangyou,31.7667,104.7167,53.02,82,96,3.67,CN,2021-11-17 17:33:16
390,Kaoma,-14.7833,24.8,75.06,39,62,1.81,ZM,2021-11-17 17:33:17
391,Sumbe,-11.2061,13.8437,77.4,85,98,3.42,AO,2021-11-17 17:33:17
392,Alofi,-19.0595,-169.9187,67.89,94,12,4.61,NU,2021-11-17 17:33:17
393,Maralal,1.0968,36.698,64.0,62,97,13.0,KE,2021-11-17 17:33:17
394,Tautira,-17.7333,-149.15,82.42,74,100,21.41,PF,2021-11-17 17:33:18
395,Carballo,43.213,-8.691,56.89,70,15,9.55,ES,2021-11-17 17:33:18
396,Seinajoki,62.7945,22.8282,38.8,80,90,5.01,FI,2021-11-17 17:33:18
397,Bergisch Gladbach,50.9833,7.1333,48.54,95,75,6.91,DE,2021-11-17 17:33:19
398,College,64.8569,-147.8028,5.2,77,90,9.22,US,2021-11-17 17:33:19
399,Pasni,25.2631,63.471,75.65,45,0,7.52,PK,2021-11-17 17:33:19
400,Tafresh,34.692,50.013,33.49,77,2,4.18,IR,2021-11-17 17:33:19
401,Chake Chake,-5.2459,39.7666,76.57,78,36,8.41,TZ,2021-11-17 17:33:20
402,Cabedelo,-6.9811,-34.8339,84.87,65,68,17.63,BR,2021-11-17 17:33:20
403,Hualmay,-11.0964,-77.6139,67.84,74,98,8.46,PE,2021-11-17 17:33:20
404,Ust-Kuyga,70.0167,135.6,-9.58,99,100,0.31,RU,2021-11-17 17:33:21
405,Tungor,53.3808,142.9564,23.95,75,100,13.53,RU,2021-11-17 17:33:21
406,Peremyshlyany,49.6652,24.5585,34.12,83,5,5.41,UA,2021-11-17 17:33:21
407,Batemans Bay,-35.7167,150.1833,54.91,94,68,4.76,AU,2021-11-17 17:33:21
408,Kavieng,-2.5744,150.7967,81.18,73,97,7.87,PG,2021-11-17 17:33:22
409,Niquero,20.0431,-77.5828,83.93,65,80,4.63,CU,2021-11-17 17:33:22
410,San Cristobal,7.7669,-72.225,75.38,44,100,0.65,VE,2021-11-17 17:33:22
411,Grand-Santi,4.25,-54.3833,88.92,47,93,2.26,GF,2021-11-17 17:33:22
412,Miahuatlan,18.5667,-97.4333,67.53,38,5,4.61,MX,2021-11-17 17:33:23
413,Bereda,43.2686,-7.5406,53.35,80,38,7.85,ES,2021-11-17 17:33:23
414,Santa Helena De Goias,-17.8136,-50.5969,81.54,62,98,6.6,BR,2021-11-17 17:33:23
415,Bitung,1.4451,125.1824,74.25,87,100,3.62,ID,2021-11-17 17:33:24
416,Belmonte,-15.8631,-38.8828,81.1,68,31,8.14,BR,2021-11-17 17:33:24
417,Floro,61.5996,5.0328,42.76,75,75,14.97,NO,2021-11-17 17:34:24
418,Sechura,-5.5569,-80.8222,76.14,58,91,14.16,PE,2021-11-17 17:34:24
419,Waitati,-45.75,170.5667,46.54,81,89,3.47,NZ,2021-11-17 17:34:25
420,The Pas,53.8251,-101.2541,23.02,86,90,21.85,CA,2021-11-17 17:34:25
421,Balikpapan,-1.2675,116.8289,75.85,88,100,2.08,ID,2021-11-17 17:34:25
422,Barra,-11.0894,-43.1417,87.76,44,59,5.77,BR,2021-11-17 17:34:26
423,Nieves,15.3274,120.9485,74.34,87,93,1.99,PH,2021-11-17 17:34:26
424,Quetta,30.199,67.0097,50.7,23,0,4.16,PK,2021-11-17 17:34:26
425,Kota Kinabalu,5.9749,116.0724,75.18,94,20,4.61,MY,2021-11-17 17:34:27
426,Kirakira,-10.4544,161.9205,78.89,85,17,4.59,SB,2021-11-17 17:34:27
427,Shimoda,34.6667,138.95,57.63,73,90,5.3,JP,2021-11-17 17:34:27
428,Rochegda,62.8,43.25,23.09,93,98,4.76,RU,2021-11-17 17:34:27
429,Chegdomyn,51.1167,133.0167,14.0,89,100,2.37,RU,2021-11-17 17:34:28
430,Salinopolis,-0.6136,-47.3561,86.83,61,22,11.83,BR,2021-11-17 17:34:28
431,Panji,-7.7253,114.0995,76.35,86,76,2.75,ID,2021-11-17 17:34:28
432,Karabuk,41.2049,32.6277,46.62,79,20,0.4,TR,2021-11-17 17:34:28
433,Shediac,46.2198,-64.5411,40.08,56,20,11.5,CA,2021-11-17 17:34:29
434,La Ronge,55.1001,-105.2842,21.45,73,90,13.8,CA,2021-11-17 17:34:29
435,Camacupa,-12.0167,17.4833,64.24,91,100,4.47,AO,2021-11-17 17:34:29
436,Mantua,45.1667,10.7833,56.7,90,99,3.0,IT,2021-11-17 17:34:30
437,Maua,-23.6678,-46.4614,89.4,30,26,5.7,BR,2021-11-17 17:34:30
438,Hovd,48.0056,91.6419,22.6,49,98,1.45,MN,2021-11-17 17:34:30
439,Vilhena,-12.7406,-60.1458,75.42,88,75,6.91,BR,2021-11-17 17:34:30
440,Mersing,2.4312,103.8405,75.11,94,93,4.61,MY,2021-11-17 17:34:31
441,Najran,17.4924,44.1277,72.25,28,0,3.85,SA,2021-11-17 17:34:31
442,Ouadda,8.0777,22.4007,76.24,38,9,2.98,CF,2021-11-17 17:34:31
443,Wajima,37.4,136.9,56.52,68,77,13.2,JP,2021-11-17 17:34:32
444,Berlin,52.5244,13.4105,45.09,89,75,11.99,DE,2021-11-17 17:33:33
445,Erzin,36.9559,36.2,59.72,30,38,6.6,TR,2021-11-17 17:34:32
446,Los Llanos De Aridane,28.6585,-17.9182,65.95,66,20,3.0,ES,2021-11-17 17:34:32
447,Parabel,58.6978,81.4825,11.98,87,100,11.12,RU,2021-11-17 17:34:33
448,Balaipungut,1.05,101.2833,73.81,98,28,2.59,ID,2021-11-17 17:34:33
449,Ajdabiya,30.7554,20.2263,69.26,35,28,7.9,LY,2021-11-17 17:34:33
450,Caravelas,-17.7125,-39.2481,79.9,67,72,9.06,BR,2021-11-17 17:34:33
451,Zhigansk,66.7697,123.3711,-21.64,97,95,6.55,RU,2021-11-17 17:34:34
452,Gasa,31.5,34.4667,70.92,62,1,5.77,PS,2021-11-17 17:34:34
453,Payo,-3.7508,103.6372,74.12,96,98,1.03,ID,2021-11-17 17:34:34
454,Opuwo,-18.0607,13.84,76.87,35,78,15.86,NA,2021-11-17 17:34:35
455,Koboko,3.4136,30.9599,65.66,86,81,4.72,UG,2021-11-17 17:34:35
456,Sinegorye,62.0788,150.477,3.69,98,100,4.7,RU,2021-11-17 17:34:35
457,Port Hardy,50.6996,-127.4199,42.8,87,90,14.97,CA,2021-11-17 17:34:35
458,Kamen-Na-Obi,53.7884,81.3423,17.28,96,98,3.51,RU,2021-11-17 17:34:36
459,Xining,36.6167,101.7667,30.47,42,1,3.36,CN,2021-11-17 17:34:36
460,Ambulu,-8.345,113.6058,76.24,89,69,2.06,ID,2021-11-17 17:34:36
461,Yarmouth,41.7057,-70.2286,50.65,53,1,5.99,US,2021-11-17 17:34:37
462,Panaba,21.2833,-88.2667,78.44,72,36,9.55,MX,2021-11-17 17:34:37
463,Sorong,-0.8833,131.25,79.43,81,87,1.14,ID,2021-11-17 17:35:37
464,Russell,32.3502,-85.1999,72.0,57,0,5.5,US,2021-11-17 17:31:24
465,Narok,-1.0783,35.8601,62.78,62,100,6.96,KE,2021-11-17 17:35:37
466,Honningsvag,70.9821,25.9704,38.95,81,75,18.41,NO,2021-11-17 17:35:38
467,Constantine,36.365,6.6147,54.81,76,40,10.36,DZ,2021-11-17 17:35:38
468,Champerico,14.3,-91.9167,90.77,70,39,5.57,GT,2021-11-17 17:35:38
469,Coruripe,-10.1256,-36.1756,83.79,61,53,12.88,BR,2021-11-17 17:35:39
470,Masterton,-40.9597,175.6575,52.88,91,8,0.98,NZ,2021-11-17 17:31:15
471,Omsukchan,62.5333,155.8,5.54,94,59,6.29,RU,2021-11-17 17:35:39
472,Digras,20.1167,77.7167,76.93,74,97,5.3,IN,2021-11-17 17:35:39
473,Yelan,50.949,43.7378,26.08,83,15,5.17,RU,2021-11-17 17:35:39
474,Muskegon,43.3,-86.1334,59.23,92,90,10.36,US,2021-11-17 17:35:40
475,Morondava,-20.2833,44.2833,79.9,82,33,7.99,MG,2021-11-17 17:35:40
476,Kapoeta,4.7717,33.5903,84.04,40,12,6.51,SS,2021-11-17 17:35:40
477,Grand Gaube,-20.0064,57.6608,77.4,68,2,8.99,MU,2021-11-17 17:35:41
478,Male,4.1748,73.5089,80.55,89,75,13.8,MV,2021-11-17 17:35:41
479,Sitka,57.0531,-135.33,42.69,75,90,10.36,US,2021-11-17 17:35:41
480,Nemuro,43.3236,145.575,40.05,63,13,7.81,JP,2021-11-17 17:35:41
481,Apt,43.8833,5.4,48.96,79,60,4.38,FR,2021-11-17 17:35:42
482,Calabozo,8.9242,-67.4293,93.78,32,100,5.86,VE,2021-11-17 17:35:42
483,Chokurdakh,70.6333,147.9167,-2.4,98,100,7.09,RU,2021-11-17 17:34:46
484,Vardo,70.3705,31.1107,35.58,87,75,16.11,NO,2021-11-17 17:35:42
485,Gazli,40.1333,63.45,32.95,46,2,3.4,UZ,2021-11-17 17:35:42
486,Taoudenni,22.6783,-3.9836,78.3,15,100,2.64,ML,2021-11-17 17:35:43
487,Mega,4.05,38.3,62.26,79,94,8.39,ET,2021-11-17 17:35:43
488,Neuquen,-38.9516,-68.0591,75.09,27,0,4.61,AR,2021-11-17 17:31:17
489,Broome,42.2506,-75.833,48.83,65,90,1.99,US,2021-11-17 17:35:43
490,Richards Bay,-28.783,32.0377,79.07,68,67,11.5,ZA,2021-11-17 17:35:43
491,Matara,5.9485,80.5353,77.4,90,99,8.57,LK,2021-11-17 17:35:44
492,Chara,56.9064,118.2631,14.81,87,100,4.81,RU,2021-11-17 17:35:44
493,Chapais,49.7834,-74.8492,22.78,64,100,9.01,CA,2021-11-17 17:35:44
494,Arrifes,37.7667,-25.7,66.45,73,20,11.5,PT,2021-11-17 17:35:44
495,Souillac,-20.5167,57.5167,77.38,73,40,13.8,MU,2021-11-17 17:35:45
496,Komsomolskiy,40.4272,71.7189,36.32,51,75,4.61,UZ,2021-11-17 17:35:45
497,Sinnamary,5.3833,-52.95,82.92,72,100,9.04,GF,2021-11-17 17:35:45
498,Boyabat,41.4689,34.7667,39.2,57,13,1.32,TR,2021-11-17 17:35:46
499,Barabai,-2.5833,115.3833,73.72,98,99,1.14,ID,2021-11-17 17:35:46
500,Muros,42.7762,-9.0603,59.09,62,10,11.81,ES,2021-11-17 17:35:46
501,Seoul,37.5683,126.9778,47.64,63,75,8.05,KR,2021-11-17 17:33:13
502,Filadelfia,39.9523,-75.1638,64.02,63,75,1.99,US,2021-11-17 17:32:39
503,Cervo,43.6702,-7.4101,56.97,81,25,13.49,ES,2021-11-17 17:35:47
504,Tymovskoye,50.8456,142.655,17.6,85,6,2.77,RU,2021-11-17 17:35:47
505,Cabimas,10.3883,-71.4399,85.84,57,100,4.97,VE,2021-11-17 17:36:48
506,Hereford,52.0568,-2.7148,50.25,82,99,4.54,GB,2021-11-17 17:36:48
507,Plouzane,48.3833,-4.6167,53.08,87,75,3.44,FR,2021-11-17 17:36:48
508,Conakry,9.538,-13.6773,87.87,66,20,9.22,GN,2021-11-17 17:36:48
509,Necochea,-38.5473,-58.7368,65.28,38,0,9.71,AR,2021-11-17 17:36:49
510,Paradise,36.0972,-115.1467,68.92,26,20,13.0,US,2021-11-17 17:35:31
511,Houma,29.5958,-90.7195,77.0,74,75,18.41,US,2021-11-17 17:36:49
512,Hajos,46.3986,19.1206,40.06,78,54,4.18,HU,2021-11-17 17:36:49
513,Buraydah,26.326,43.975,68.45,46,9,8.7,SA,2021-11-17 17:32:08
514,Barra Da Estiva,-13.6261,-41.3269,75.81,58,95,8.43,BR,2021-11-17 17:36:50
515,Dubbo,-32.25,148.6167,57.33,82,80,10.36,AU,2021-11-17 17:36:50
516,Neiafu,-18.65,-173.9833,70.48,94,20,0.0,TO,2021-11-17 17:36:50
517,Ferkessedougou,9.6,-5.2,86.29,35,23,2.21,CI,2021-11-17 17:36:50
518,Kamina,-8.7386,24.9906,65.32,94,87,6.69,CD,2021-11-17 17:36:51
519,Aripuana,-9.1667,-60.6333,74.28,98,100,2.1,BR,2021-11-17 17:36:51
520,Bilibino,68.0546,166.4372,-3.57,99,76,4.7,RU,2021-11-17 17:36:51
521,Monrovia,6.3005,-10.7969,85.77,76,89,8.57,LR,2021-11-17 17:36:52
522,Jinchang,38.4953,102.1739,42.62,19,29,6.35,CN,2021-11-17 17:36:52
523,Deputatskiy,69.3,139.9,-5.01,99,100,1.5,RU,2021-11-17 17:36:52
524,Atar,20.5169,-13.0499,85.95,23,100,3.71,MR,2021-11-17 17:36:52
525,Nalut,30.3333,10.85,64.33,36,98,8.55,LY,2021-11-17 17:36:53
526,Zyryanovsk,49.7386,84.2719,34.16,80,100,22.84,KZ,2021-11-17 17:36:53
527,Ridgecrest,35.6225,-117.6709,64.69,29,84,1.99,US,2021-11-17 17:35:23
528,Ponta Delgada,37.7333,-25.6667,68.72,73,20,11.5,PT,2021-11-17 17:36:53
529,Ivanteyevka,55.9711,37.9208,34.34,92,100,4.59,RU,2021-11-17 17:36:53
530,Vila Velha,-20.3297,-40.2925,78.75,83,40,5.99,BR,2021-11-17 17:36:54
531,Mazatlan,23.2167,-106.4167,82.36,69,1,0.0,MX,2021-11-17 17:35:11
532,Makat,47.6469,53.3463,27.37,70,13,12.35,KZ,2021-11-17 17:36:54
533,Vytegra,61.0064,36.4481,35.65,97,100,7.2,RU,2021-11-17 17:36:54
534,Alexandria,31.2156,29.9553,69.69,68,2,8.41,EG,2021-11-17 17:36:55
535,Pontianak,-0.0333,109.3333,76.55,90,100,0.45,ID,2021-11-17 17:36:55
536,Alto Parana,-23.1289,-52.3189,91.76,46,69,11.12,BR,2021-11-17 17:36:55
537,Sao Geraldo Do Araguaia,-6.4006,-48.555,85.66,66,98,3.53,BR,2021-11-17 17:36:56
538,Hearst,49.6835,-83.6665,28.65,94,100,8.66,CA,2021-11-17 17:36:56
539,Havre-Saint-Pierre,50.2334,-63.5986,36.19,51,40,14.97,CA,2021-11-17 17:36:56
540,Ambilobe,-13.2,49.05,78.15,63,23,5.5,MG,2021-11-17 17:36:56
541,San Felipe,10.3399,-68.7425,87.78,47,95,7.78,VE,2021-11-17 17:36:57
542,Corn Island,12.1694,-83.0418,82.98,74,92,17.18,NI,2021-11-17 17:36:57
543,Tecpan,14.7623,-90.9947,65.61,65,27,3.53,GT,2021-11-17 17:36:57
544,Lethem,3.3803,-59.7968,95.61,36,90,7.34,GY,2021-11-17 17:36:58
545,Tubuala,9.5167,-79.0333,87.91,78,21,6.64,PA,2021-11-17 17:36:58
546,Dawei,14.0833,98.2,77.34,87,97,4.94,MM,2021-11-17 17:36:58
547,Gabriel Leyva Solano,25.6667,-108.6417,82.02,16,5,1.81,MX,2021-11-17 17:36:59
548,Zhezkazgan,47.8043,67.7144,21.45,67,100,21.47,KZ,2021-11-17 17:36:59
549,Lakes Entrance,-37.8811,147.981,49.15,89,55,5.17,AU,2021-11-17 17:36:59
550,Andover,51.2083,-1.4825,48.47,86,0,5.99,GB,2021-11-17 17:37:00
551,Camabatela,-8.1881,15.375,62.82,96,93,2.37,AO,2021-11-17 17:37:00
552,Zaysan,47.4667,84.8667,34.88,59,100,21.16,KZ,2021-11-17 17:37:00
553,Zhangye,38.9342,100.4517,38.12,19,28,4.03,CN,2021-11-17 17:38:01
554,Nivala,63.9167,24.9667,38.17,83,100,9.46,FI,2021-11-17 17:38:01
555,Udimskiy,61.1417,45.9144,14.97,94,95,4.18,RU,2021-11-17 17:38:01
556,Gigmoto,13.7796,124.39,78.73,85,98,3.47,PH,2021-11-17 17:38:01
557,Guozhen,34.3659,107.359,48.97,62,0,3.2,CN,2021-11-17 17:38:02
